Title,Description,Issue ID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
FJH-500K 썸네일 변경 요청,"'@thermosgroup 
<br>
기획전 오픈 후 작업 부탁드려요!
<br>
FJH-500K 리스트페이지 썸네일, 제품 상세페이지 개별이미지 변경 부탁드립니다.<br>
제품 특성 고려하여 스티커 부착된 누끼컷으로 수정하고자 합니다.<br>
<br>
FJH-500K-BL_누끼_정면_스티커<br>
FJH-500K-P_누끼_정면_스티커<br>
상기 두 파일로 교체 부탁드리며, 메인 썸네일은 BL 컬러로 해주세요. (지금과 동일)<br>
<br>
기획전페이지와 네이버스토어도 수정 부탁드립니다. <br>
<br>
![image](/uploads/fc4d98f175e268cb4b6014ae96391cdd/image.png)
<br><br>
참고:<br>
![image](/uploads/06f6e2cc4793985f35077aca8061ec9f/image.png)",98,https://git.innerviewit.com/root/thermos/-/issues/98,Closed,Jiyoun Kim,KIM,"","",No,No,2023-02-16,2023-02-16 10:52:43,2023-02-17 11:47:00,2023-02-17 11:47:00,,,완료,0,0
부품관리 리스트 오류 건,"'@thermosgroup @kar 퍼블리셔님, 금일 신제품 런칭 관련하여 소모품 등록을 해야하는데, 아래 이미지처럼 지금까지 등록했던 리스트가 모두 날라갔습니다. 아래 사항 확인 부탁드립니다.<br>
더불어 베이비& 키즈 이유식용기 하위 카테고리는 아직 작업 중 이신 거죠? 프론트에 보이지 않아 문의 드립니다. 
![image](/uploads/07028b45ab9832ecd79ccd021ec9c10f/image.png)",99,https://git.innerviewit.com/root/thermos/-/issues/99,Closed,um seung hyun,ush,"","",No,No,,2023-02-16 11:19:21,2023-02-20 17:21:27,2023-02-20 17:21:27,,,완료,0,0
TKFH 소모품 체크박스 미노출건,"'@thermosgroup @kar 퍼블리셔님 오늘 런칭한 TKFH 체크박스 생성 부탁드립니다. <br>
모델 검색하면 소모품은 검색 됩니다.

![image](/uploads/5c0ed53155d15ecbdf0627d575318205/image.png)",100,https://git.innerviewit.com/root/thermos/-/issues/100,Closed,um seung hyun,ush,"","",No,No,,2023-02-16 15:00:42,2023-02-20 10:47:08,2023-02-20 10:47:08,,,완료,0,0
상세페이지 오타 수정 요청,"'@thermosgroup 
<br>
정보에 오류가 있어서 제품크기 수정이 필요합니다.<br>
FJH는 현재 노출 상품이고요, JOO는 3/16 신제품입니다.<br>
<br>
<br>
1. FJH-500K: 7x21cm (바닥지름x높이)<br>
→ 실서버에 바로 수정 후 수정 시안/PSD 파일 보내주세요.<br>
<br>2. JOO-500K: 7.5x19.5cm (바닥지름x높이)<br>
→ 3/16 신제품 JPG, PSD 주실 때 반영해주세요.<br>
<br>
<br>
정보에 오류가 있어서 제품크기 수정이 필요합니다.<br>
FJH는 현재 노출 상품이고요, JOO는 3/16 신제품입니다.<br>
<br>",101,https://git.innerviewit.com/root/thermos/-/issues/101,Closed,Jiyoun Kim,KIM,"","",No,No,2023-02-17,2023-02-17 11:37:17,2023-02-27 14:38:22,2023-02-27 14:38:22,,,"디자인,퍼블",0,0
2월 기획전 사은품 소진 완료 딱지 작업 요청,"'@thermosgroup 수현 매니저님, 2월 기획전 사은품 소진 완료 되었습니다. 소진 완료 딱지 작업 부탁드립니다.",102,https://git.innerviewit.com/root/thermos/-/issues/102,Closed,um seung hyun,ush,"","",No,No,,2023-02-20 09:43:40,2023-02-20 17:10:30,2023-02-20 17:10:30,,,완료,0,0
JNR-400K 카페 24 등록 요청,"'@thermosgroup 수현 매니저님, 쿠팡에서만 판매하고 있는 JNR-400k 모델이 카페24 등록이 되어있지 않아 정품 등록 서비스 오류가 발생하고 있습니다. 아래 제품 카페24에 제품 진열안함으로 등록 부탁드립니다. 제품 등록해주시면 부품 매칭은 저희 쪽에서 진행하겠습니다.  
<br>
- JNR-400K / 크림화이트(CR), 파스텔핑크(P), 파스텔그린(GR)",103,https://git.innerviewit.com/root/thermos/-/issues/103,Closed,um seung hyun,ush,"","",No,No,,2023-02-20 10:18:34,2023-02-20 17:10:21,2023-02-20 17:10:20,,,완료,0,0
채널톡 아이콘 디자인 요청,"'@thermosgroup 수현 매니저님 현재 자사몰에서 운영하고 있는 채널톡을 하나씩 고도화하려 합니다. <br>
관련하여 채널톡 커스터마이징 아이콘 이미지 제작 요청드립니다. <br>
<br>
우선 당사 브랜드 캐릭터가 없고 로고로만 만들기엔 심심할 것 같아 아이콘형 느낌으로 요청 드리나,<br>
더 좋은 디자인이 있다면 제안 주셔도 무방합니다.<br>
디자인 일정 확인 후 회신 부탁드립니다. <br>

- PC 사이즈: 최소 80x80px, 최대 560x200px
- MO 사이즈: 최소 64x64px, 최대 180x140px

![image](/uploads/3b9ec6a0b6a2d37c7ea4f24b0e359575/image.png)",104,https://git.innerviewit.com/root/thermos/-/issues/104,Closed,um seung hyun,ush,"","",No,No,,2023-02-20 17:20:55,2023-06-02 16:23:06,2023-06-02 16:23:06,,,완료,0,0
채널톡 마케팅 메시지 고도화 작업 관련 요청 사항,"'@thermosgroup 매니저님 방금 유선상으로 통화한 내용 정리하려 전달드립니다. <br>
<br>
처음 업무 방향은 저희 쪽에서 원하는 마케팅 메시지를 설정 후<br> 
이너뷰 쪽에서 해당 메시지 개발이 가능한지를 파악하고 세팅하는 프로세스로 진행하려 했으나,<br>
방금 유선상으로 말씀드렸듯이 채널톡에서 제공한 개발자 노트와 타사 레퍼런스 (일정 기준에 도달하기까지 경우의 수가 너무 많음) 수집이 어렵습니다.<br>
<br>
관련하여 채널톡쪽에서 제공해 준 명령어 링크 전달드립니다.<br>
확인 후 혹시 저희 측에서 준비해야 하는 사항 있으시면 말씀 주세요.

https://developers.channel.io/reference/web-channelio-kr#track",105,https://git.innerviewit.com/root/thermos/-/issues/105,Closed,um seung hyun,ush,"","",No,No,,2023-02-20 17:56:11,2023-10-25 15:34:32,2023-10-25 15:34:32,,,,0,0
재고 실사 관련 팝업 세팅 요청,"'@thermosgroup 수현매니저님 재고 실사 관련 배송 팝업 세팅 요청 드립니다.   
세팅 전 시안 잡아서 말씀주세요.   

노출위치: PC/MO 메인페이지 / 상세페이지 *스마트스토어 포함 <br>
기간:2023.02.27 11:00 ~ 2023.03.06 10:59 

타이틀: 물류센터 점검으로 인한 배송 지연 안내 <br> 
내용: <br>
배송 및 교환/반품 접수 지연 안내드립니다. <br>
물류센터 안전 점검으로 인해 해당 기간 동안 주문해주신 상품은 **3/6(월) 순차 출고**됩니다. <br>
또한, 점검 기간 내 접수되는 **교환/반품 신청은 3/6(월)부터 순차 처리**됩니다. <br>

점검 기간: 2/28(화) 오전 11시 ~ 3/5(일) 자정까지<br>
<br>
보다 나은 서비스를 위한 안전 점검으로 고객님들의 너른 이해 부탁드립니다.<br>",106,https://git.innerviewit.com/root/thermos/-/issues/106,Closed,um seung hyun,ush,"","",No,No,,2023-02-21 11:19:26,2023-02-27 16:32:49,2023-02-27 16:32:49,,,,0,0
3월 프로모션: 더블 적립금 세팅 요청  (3/21~26),"'@thermosgroup 수현 매니저님, 3월 중순 배송 중단 기간 동안 매출 감소 방어를 위해 더블 적립금 프로모션을 진행하려 합니다. <br>
기존에 진행하던 이벤트 사이즈는 아니고 작은 프로모션 정도로 생각해 주시면 됩니다. <br>
<br>
1. 메인 배너 X → 일전 적립금 특별 할인 기간처럼 가격 아래 [**더블 적립금(6% 적립) 혜택 (3/21~26)**] 문구 삽입<br>
![image](/uploads/f09779b3cb58a43755c50584df2a8a5f/image.png) <br>
2. MO / PC 더블 적립금 관련 띠 배너 삽입
3. 해당 기간 동안 총 할인가에 6% 적립 진행하고자 하는데 아래 설정 탭 활용해서 세팅하는 게 맞을까요? <br> 
![image](/uploads/6107494c83b5dae82b13d2d52d72e0a5/image.png)",107,https://git.innerviewit.com/root/thermos/-/issues/107,Closed,um seung hyun,ush,"","",No,No,,2023-02-28 09:44:15,2023-03-29 10:35:22,2023-03-29 10:35:22,,,완료,0,0
상세페이지 Q&A 영역 연마제 관련 텍스트 수정 요청,"'@thermosgroup @soohyun 수현 매니저님, 연마제 표기법 관련하여 Q&A에도 적용이 필요하여 요청드립니다. 작업 공수 확인 후 일정 회신 부탁드립니다. <br>
[0302_Q_A_영역_연마제.xlsx](/uploads/752206b0000d3cdc20202a33b404f4b6/0302_Q_A_영역_연마제.xlsx)",108,https://git.innerviewit.com/root/thermos/-/issues/108,Closed,um seung hyun,ush,"","",No,No,,2023-03-02 10:50:36,2023-03-10 12:17:08,2023-03-10 12:17:08,,,완료,0,0
REW 상세페이지 오타 수정 및 텍스트 추가 요청,"1. REW-007: https://www.thermosshop.kr/product/%EC%8B%AC%ED%94%8C-%EB%8D%B0%EC%9D%BC%EB%A6%AC-%EB%B3%B4%EB%83%89%EB%B0%B1-7l/637/category/55/display/1/
<br>
![image](/uploads/e138a2c0197fe382ae0b85cadfce524a/image.png)

<br>
<br>
오타 수정: 제품박스 크기 → 제품 크기

<br>
<br>
<br>

2. REW-007K: https://www.thermosshop.kr/product/%EC%8D%A8%EB%AA%A8%EC%8A%A4x%EC%A0%9C%EB%A1%9C%ED%8D%BC%EC%A0%9C%EB%A1%9C-%EC%8B%AC%ED%94%8C-%EB%8D%B0%EC%9D%BC%EB%A6%AC-%EB%B3%B4%EB%83%89%EB%B0%B1-7l/838/category/55/display/1/
<br>
![image](/uploads/62103f28e96ebb026988b72d9132b4db/image.png)<br>
<br>
텍스트 추가: ※ 가로 크기는 가방의 가장 긴 가로 영역의 사이즈입니다.
<br>
<br>
@thermosgroup 수정 부탁드립니다.",109,https://git.innerviewit.com/root/thermos/-/issues/109,Closed,Jiyoun Kim,KIM,"","",No,No,2023-03-06,2023-03-03 08:18:21,2023-03-08 10:10:24,2023-03-08 10:10:24,,,"디자인,완료,퍼블",0,0
공식몰 메인배너 오타 수정 요청,"'@thermosgroup  @soohyun 수현 매니저님, 아래 이미지 공식몰 메인 롤링 배너 오타 수정 부탁드립니다. <br>
![image](/uploads/2dc39f091e23b30e6b8ee6893ffbb534/image.png)",110,https://git.innerviewit.com/root/thermos/-/issues/110,Closed,um seung hyun,ush,"","",No,No,,2023-03-06 15:51:27,2023-03-08 10:10:09,2023-03-08 10:10:09,,,완료,0,0
3/9 신제품 RODH 상세페이지/퍼블 수정 요청,"[RODH-001K_수정요청.pdf](/uploads/bd471cf6f41f8b2e1a58febd95614729/RODH-001K_수정요청.pdf)

@thermosgroup 
<br>
매니저님, 내일(3/9) 출시하는 신제품 중 일부 컬러가 단종되어 상세페이지 변경이 빠르게 필요합니다.<br>
RODH 이미 출시되었던 컬러(미드나잇블루, 스테인리스) 모두 삭제 부탁드립니다. PDF 파일에 메모로 기재해두었습니다.<br>
아울러 상품 컬러 선택 옵션에서도 미드나잇블루, 스테인리스 컬러 삭제 부탁드립니다.<br>",111,https://git.innerviewit.com/root/thermos/-/issues/111,Closed,Jiyoun Kim,KIM,"","",No,No,2023-03-08,2023-03-08 10:39:42,2023-10-25 08:47:41,2023-10-25 08:47:41,,,"긴급건,디자인,완료,퍼블",0,0
3/9 신제품 상세페이지 랜딩 URL 공유,"'@thermosgroup 수현 매니저님 3/9 신제품 상세페이지 삽입 랜딩 URL 공유 드립니다. <br>
<br>
JOO - https://blog.naver.com/thermos_kr/223038243365 <br>
ROB - https://blog.naver.com/thermos_kr/223032165913 <br>
ROD - https://blog.naver.com/thermos_kr/223037140919 <br>
RODH - https://blog.naver.com/thermos_kr/223032160318 <br>",112,https://git.innerviewit.com/root/thermos/-/issues/112,Closed,um seung hyun,ush,"","",No,No,,2023-03-08 13:47:33,2023-03-29 10:02:58,2023-03-29 10:02:58,,,,0,0
온라인몰 플로팅 버튼 및 채널톡 이미지 전달 요청,"'@thermosgroup 수현 매니저님 일전 말씀드렸던 플로팅 버튼 삭제하고 탑 버튼만 유지하겠습니다. <br>
위치는 우하단에 세팅해 주세요. 채널톡 아이콘은 저희 측에서 세팅하고 문제 생기면 요청 드리겠습니다. <br>
일전 최종 작업했던 시안으로 파일 전달 부탁드립니다.",113,https://git.innerviewit.com/root/thermos/-/issues/113,Closed,um seung hyun,ush,"","",No,No,,2023-03-08 14:41:01,2023-03-28 16:57:06,2023-03-28 16:57:06,,,완료,0,0
당사 워크샵 기간 배송 지연 공지 팝업 세팅 요청,"'@thermosgroup 수현 매니저님, 당사 워크샵 기간 배송 지연 공지 팝업 세팅 제작 요청드립니다. <br>
시안 잡아서 말씀주세요. <br>

노출위치: PC/MO 메인페이지 / 상세페이지 <br>
노출 기간:2023.03.20 11:00 ~ 2023.03.27 23:59 <br>
<br>
타이틀: 배송/교환/환불 지연 안내<br>
내용: <br>
물류센터 서비스 개선을 위해 공식몰 일부 서비스가 임시 중단됩니다.<br>
해당 기간 동안 주문해주신 상품은 3/27(월) 순차 배송됩니다.<br>
<br>
또한, 일시 중단 기간 동안 접수되는 교환/반품 신청은<br>
3/7(월)부터 순차 처리됩니다.<br>
<br>
**서비스 개선 기간 l 3/21(월) 오전 11시 ~ 3/26(일) 자정까지**<br>
<br>
보다 나은 서비스로 찾아뵙겠습니다.<br>
고객님의 너른 이해 부탁드립니다.<br>",114,https://git.innerviewit.com/root/thermos/-/issues/114,Closed,um seung hyun,ush,"","",No,No,,2023-03-13 08:55:57,2023-03-28 16:56:36,2023-03-28 16:56:36,,,,0,0
4월 기획전 제작 요청,"[230309_EC_기획전_4월_아웃도어_제작요청.pptx](/uploads/574fc946f360c53e605f9d5ab1d174b2/230309_EC_기획전_4월_아웃도어_제작요청.pptx)
@thermosgroup <br>
4월 기획전 디자인 요청드립니다.<br>
할인율이 아직 논의 중이라, 그 부분 제외하고 기획 잡았습니다.  <br>
첨부파일 확인 후 스케줄링 및 견적 전달 부탁드립니다.<br>",115,https://git.innerviewit.com/root/thermos/-/issues/115,Closed,Jiyoun Kim,KIM,"","",No,No,,2023-03-13 10:07:40,2023-04-25 09:14:08,2023-04-25 09:14:08,,,디자인,0,0
할인코드 설정,"![image](/uploads/eeb045f0514a791fa189dd13b4cde816/image.png)
<br>
<br>
https://support.cafe24.com/hc/ko/articles/7751622681369<br>
@thermosgroup <br>
할인코드를 발급하여 설정하려 했는데 디자인단 수정이 필요하다고 합니다.<br>
할인/부가결제에 쿠폰, 적립금 + 할인코드 항목 추가 부탁드립니다. <br>",116,https://git.innerviewit.com/root/thermos/-/issues/116,Closed,Jiyoun Kim,KIM,"","",No,No,2023-03-17,2023-03-14 08:37:17,2023-03-16 12:03:19,2023-03-16 12:03:19,,,완료,0,0
JNL 바닥커버 문단 간격 수정요청,"![image](/uploads/60a167560d1e708486e574317d68ffff/image.png)

@thermosgroup JNL 바닥커버에 추가 유의사항이 있어 제가 태그를 수정했는데, 이렇게 중간 여백이 엄청 생기네요. <br>
없애려고 했는데 도저히 안 돼서 요청드립니다. <br>
PC/MO 모두 수정 부탁드립니다.",117,https://git.innerviewit.com/root/thermos/-/issues/117,Closed,Jiyoun Kim,KIM,"","",No,No,2023-03-14,2023-03-14 15:41:47,2023-03-16 12:02:57,2023-03-16 12:02:57,,,"완료,퍼블",0,0
소모품 상세페이지 일부 옵션 삭제 요청,"[230315_EC_소모품_단종제품_삭제요청.pptx](/uploads/19d270c368c728d9d1b23239d0d107f4/230315_EC_소모품_단종제품_삭제요청.pptx)
<br>
<br>
@thermosgroup <br>
소모품 중 재고 소진으로 더이상 판매하지 않는 옵션 삭제 요청드립니다. <br>
첨부파일 확인 후 문의사항 있으면 말씀해주세요.",118,https://git.innerviewit.com/root/thermos/-/issues/118,Closed,Jiyoun Kim,KIM,"","",No,No,2023-03-24,2023-03-15 10:47:19,2023-03-16 09:12:19,2023-03-16 09:12:19,,,완료,0,0
JDN 뚜껑유닛 상세페이지 이미지 수정 요청,"'@thermosgroup 수현 매니저님, JDN 뚜껑유닛 상세페이지 이미지 선명도가 깨져보이는데 이 부분 수정 요청 드립니다.
![image](/uploads/66c15fcdd2664279ab1fd1bde098f6f9/image.png)",119,https://git.innerviewit.com/root/thermos/-/issues/119,Closed,um seung hyun,ush,"","",No,No,,2023-03-17 16:04:35,2023-03-28 16:56:47,2023-03-28 16:56:47,,,완료,0,0
공식몰 메인 롤링배너 교체 요청,"'@thermosgroup @soohyun 수현 매니저님, 공식몰 메인 롤링 배너 수정 요청 드립니다. <br>
1. 내게 꼭 맞는 써모스 배너 삭제<br>
2. 제로퍼제로 배너 삭제<br>
3. R시리즈 배너 추가<br>

[230317_신제품_롤링_배너_변경.pptx](/uploads/21cd50bc26fcc6246a3c12b8776b386d/230317_신제품_롤링_배너_변경.pptx)",120,https://git.innerviewit.com/root/thermos/-/issues/120,Closed,um seung hyun,ush,"","",No,No,,2023-03-17 17:00:51,2023-03-28 16:56:55,2023-03-28 16:56:55,,,완료,0,0
테스트 시 인폼 요청,"'@thermosgroup <br>
당사 워크샵 기간에 주문이 되어 있던 상품이 모두 출고로 넘어갔습니다. <br>
유관부서와 연계된 업무로, 주문 테스트 시 인폼 꼭 부탁드립니다. <br>

하기 건 모두 취소 처리하겠습니다.

![image](/uploads/d2cbc755d4c1581fa9d1795e404bf838/image.png)",121,https://git.innerviewit.com/root/thermos/-/issues/121,Closed,Jiyoun Kim,KIM,"","",No,No,,2023-03-27 12:11:11,2024-01-12 13:48:10,2024-01-12 13:48:10,,,,0,0
소모품 맵핑 관련 문의 사항,"'@thermosgroup 수현매니저님 JOO 소모품 맵핑을 진행했는데요, 기존 소모품 맵핑 등록 시 아래 이미지처럼 모델명 + 맵핑 번호로 보였는데, <br>
![image](/uploads/b8baa0f3f5c5558c9466242d92ecd9d6/image.png) <br>
JOO 등록 시 아래 이미지처럼 소모품들도 함께 보이지고 있습니다. (프론트에서는 맵핑 문제 없으나 기존과 달라 문의 드립니다.) <br>
등록한 엑셀파일 함께 전달드리니 확인 부탁드립니다. <br>
![image](/uploads/5d81d16240f7fd771107b18e1e56de93/image.png) <br> 
[맵핑데이터_업로드_230329.xlsx](/uploads/396562db009bf32c510fd5a331d10248/맵핑데이터_업로드_230329.xlsx)",122,https://git.innerviewit.com/root/thermos/-/issues/122,Closed,um seung hyun,ush,"","",No,No,,2023-03-29 10:20:17,2023-04-03 11:01:43,2023-04-03 11:01:43,,,,0,0
정품등록 서비스 테스트건 삭제 요청,"'@thermosgroup 수현 매니저님 정품등록 서비스 테스트 건 삭제 부탁드립니다. <br>
지금까지 테스트 건으로 많이 등록해두었는데 아래 제품들만 삭제 부탁드립니다. <br>

- JNL-504K / JDE-601KLC-D1 / FJH-500K-BL / TKFH-250-BG / TKFH-150-BG / JNR-400K-GR / JNR-400K-P / JNR-351K-Y / ROB-001K-SB /TKFG-280 <br>
*TKFG-280은 컬러 입력하지 않은 건만 삭제 부탁드립니다.",123,https://git.innerviewit.com/root/thermos/-/issues/123,Closed,um seung hyun,ush,"","",No,No,,2023-04-03 10:59:34,2023-04-03 14:16:41,2023-04-03 14:15:40,,,,0,0
카페24 서비스종료 앱 확인 요청,"'@thermosgroup <br>
카페24 서비스종료 기본앱 리스트 중에 일부 앱이 설치되어 있습니다. <br>
설치만 되어 있고 실제 사용은 안하는 걸로 보이나, 제가 정확히 판단하기 어려워 확인 요청드립니다. <br>
이외 서비스종료 앱 중에 당사에서 사용 중인 앱이 있는지도 더불어 확인 부탁드립니다. <br>

서비스종료 앱 리스트: https://service-api.echosting.cafe24.com/Shopboard/index.php?url=BoardView&no=347184&bbs_no=5&version=1.9&class=local&sne=dXhlMDg1Ng%3D%3D

![image](/uploads/ac25b533e76858bfed2606b9641bab35/image.png)",124,https://git.innerviewit.com/root/thermos/-/issues/124,Closed,Jiyoun Kim,KIM,"","",No,No,2023-04-05,2023-04-03 16:14:01,2023-05-26 08:20:45,2023-05-26 08:20:45,,,답변완료,0,0
스팸 게시물 키워드 공유,"'@thermosgroup 수현 매니저님 어제 메신저상으로 말씀드렸던 스팸 게시물 키워드 공유 드립니다. <br>
1차로 전달 드리고 추가 필요하면 말씀 드릴게요. <br>

**무료슬롯/무료슬롯게임/카지노/잭팟/슬롯머신/슬롯게임/경마사이트/경마/홀덤/바카라/바카라사이트/카지노사이트/온라인슬롯**",125,https://git.innerviewit.com/root/thermos/-/issues/125,Closed,um seung hyun,ush,"","",No,No,,2023-04-05 12:02:48,2023-10-16 08:35:21,2023-10-16 08:35:21,,,완료,0,0
기프트백 판매 관련 문의,"'@thermosgroup 

[230406_EC_기프트백_상품등록_문의.pptx](/uploads/911bc4b158d4420de54b1a441356f61d/230406_EC_기프트백_상품등록_문의.pptx)
<br>
기프트백 제품 판매 준비하고 있습니다.<br>
관련하여 사전에 몇 가지 문의사항이 있습니다. 확인 부탁드립니다.<br>",126,https://git.innerviewit.com/root/thermos/-/issues/126,Closed,Jiyoun Kim,KIM,"","",No,No,,2023-04-06 08:22:43,2023-06-02 16:22:32,2023-06-02 16:22:32,,,완료,0,0
JNT 모델 제품크기 오류 수정 요청,"'@thermosgroup 
JNT 모델 제품크기 수정 부탁드립니다.
7.5 -> 6.5
<br>
<br>
1. JNT-550KC: https://www.thermosshop.kr/product/%EC%8D%A8%EB%AA%A8%EC%8A%A4x%EC%A0%9C%EB%A1%9C%ED%8D%BC%EC%A0%9C%EB%A1%9C%EC%8A%A4%ED%8A%B8%EB%9E%A9-%EC%9B%90%ED%84%B0%EC%B9%98-%ED%85%80%EB%B8%94%EB%9F%AC-550ml/741/category/121/display/1/
<br>![image](/uploads/6599b598a0cbdc05bedd052a8a21c31b/image.png)<br><br>
![image](/uploads/7136e56d1327ba229be1745ff950a81f/image.png)<br>
<br>
2. JNT-550K: https://thermosshop.kr/product/%EC%8A%A4%ED%8A%B8%EB%9E%A9-%EC%9B%90%ED%84%B0%EC%B9%98-%ED%85%80%EB%B8%94%EB%9F%AC-550ml/840/category/25/display/1/
<br>![image](/uploads/06d0bd460f06661fa35008f307db1e06/image.png)<br>",127,https://git.innerviewit.com/root/thermos/-/issues/127,Closed,Jiyoun Kim,KIM,"","",No,No,2023-04-06,2023-04-06 15:16:08,2023-04-07 07:50:30,2023-04-07 07:50:30,,,"디자인,완료",0,0
JNL-504k 소모품 마개 이미지 수정 요청,"'@thermosgroup 수현 매니저님, JNL-504k 마개 컬러가 실물과 다르다는 문의가 인입되어 해당 이미지로 수정 요청드립니다. <br>
psd 파일 전달 함께 전달 드립니다. <br>
https://www.thermosshop.kr/product/jnl-500ml-%EB%A7%88%EA%B0%9C%EC%9C%A0%EB%8B%9B/449/category/64/display/1/

![image](/uploads/02715b1d49fb7ea387f4f19863057713/image.png) <br>
[230407_JNL-504K-NVY_분리.psd](/uploads/abbdd15a80a1b0e905931c1d6de1840b/230407_JNL-504K-NVY_분리.psd)",128,https://git.innerviewit.com/root/thermos/-/issues/128,Closed,um seung hyun,ush,"","",No,No,,2023-04-07 15:32:14,2023-04-11 08:08:59,2023-04-11 08:08:59,,,완료,0,0
추가 구성품 '필수' 텍스트 삭제 이슈,"'@KIM 팀장님, 추가구성품에서 하기 이미지와 같이 빨간색으로 표기한 부분 텍스트 변경 가능합니다.<br><br>
변경 가능한 부분 : <br>
[필수]<br>
옵션을 선택해주세요.<br><br>
변경 불가능한 부분 : <br>
[선택] <br>
확인 부탁드리겠습니다.<br><br>
단, 모든 상세페이지에 공통으로 들어갑니다. (일부페이지만 수정은 불가합니다)",129,https://git.innerviewit.com/root/thermos/-/issues/129,Closed,Park Soohyun,soohyun,"","",No,No,,2023-04-07 17:39:30,2023-06-02 16:23:29,2023-06-02 16:23:29,,,완료,0,0
[관리자] 부품관리 엑셀 다운로시 이슈,"'@KIM 정기미팅시에 전달주신 부품 관리 > 소모품 관리 페이지 내 엑셀다운로드시 기본소모품, 1차, 2차, 3차 맵핑된 데이터 노출되도록<br> 수정 완료하였습니다.<br>
확인해주시고 이상있을 경우, 말씀 부탁드리겠습니다.<br>[써모스_부품관리__5_.xlsx](/uploads/8ea3e0ffeef401b6c7a1a5838151218b/써모스_부품관리__5_.xlsx)",130,https://git.innerviewit.com/root/thermos/-/issues/130,Open,Park Soohyun,soohyun,"","",No,No,,2023-04-10 19:45:02,2023-08-25 11:33:51,,,,완료,0,0
5월 기획전 일정,"'@thermosgroup 
<br>
이벤트 일정: 5/3(수) 11:00 - 5/31(수) 10:00 <br>
<br>
요청서 곧 드리겠습니다.",131,https://git.innerviewit.com/root/thermos/-/issues/131,Closed,Jiyoun Kim,KIM,"","",No,No,,2023-04-11 08:14:07,2023-06-21 13:56:43,2023-06-21 13:56:43,,,"디자인,완료,퍼블",0,0
[더블적립금] 기획전 관련 이슈,"'@KIM @ush @kar <br><br>
3/21~3/26 진행한 더블 적립금 (6%) 이슈 사항입니다.<br><br>
4/17(월) 내부에서 확인 진행 및 카페24 문의 후, 전달드리도록 하겠습니다.<br>
(관련하여 진열함/판매함, 진열함/판매안함 상태의 모든 제품들(총 258개) 적립금 개별설정 되어있는 설정은 모두 기본 설정으로 변경해두었습니다)",132,https://git.innerviewit.com/root/thermos/-/issues/132,Closed,Park Soohyun,soohyun,"","",No,No,,2023-04-13 19:56:54,2023-07-14 14:19:09,2023-07-14 14:19:09,,,,0,0
JNT 스트랩 상세페이지 및 수정 요청,"'@thermosgroup @soohyun 수현 팀장님, 공식몰에서 JNT-550K 스트랩을 부품으로 별도 판매 예정입니다. <br>
JNT 스트랩 상세페이지 및 기존 작업 되어있던 JNT-550K/550KC 상세 페이지 중 소모품 영역 수정 요청 드립니다. <br>
일정 확인 부탁드립니다.
*제작 완료 후 스트랩 상세페이지는 진열안함으로 세팅하겠습니다. <br>
JNT-550K 브라운컬러 스트랩 단일컬러 판매 / 제로퍼제로 모델인 JNT-550KC 스트랩은 별도 판매X <br>

[230418_EC_JNT_소모품_상세페이지_제작요청.pptx](/uploads/8ea019a9b7d3d54217d0b8067e4569ad/230418_EC_JNT_소모품_상세페이지_제작요청.pptx) <br>
[EC_제품리스트_230418.xlsx](/uploads/16538c0a3cca62cfd346ce65a509b31f/EC_제품리스트_230418.xlsx)",133,https://git.innerviewit.com/root/thermos/-/issues/133,Closed,um seung hyun,ush,"","",No,No,,2023-04-18 14:49:09,2023-10-16 08:34:39,2023-10-16 08:34:39,,,,0,0
종료 기획전 관련 문의 사항,"'@thermosgroup @soohyun 수현 팀장님, 혹시 지금까지 진행되었던 기획전에서 고객들이 이벤트 페이지 유입 후 평균 체류 시간을 알 수 있을까요?? 기획전 문제는 아니고 내부 자료를 만들고 있는데 증빙 데이터로 쓸 목적입니다. 디테일한 체류 시간까지는 아니어도 대략적인 평균 시간만 있어도 충분합니다. <br>
- 2월 마디보
- 1월 주확행
- 12월 반값특가",134,https://git.innerviewit.com/root/thermos/-/issues/134,Closed,um seung hyun,ush,"","",No,No,,2023-04-20 09:49:45,2023-04-20 10:51:52,2023-04-20 10:51:52,,,완료,0,0
TKFF 소모품 등록 및 상세페이지 수정 요청,"'@thermosgroup @soohyun 수현 팀장님 푸고 프리미엄 뉴트럴시리즈 유아용 텀블러 (TKFF-280) 음용구를 별도 소모품으로 판매하게 되었습니다. <br>
음용구 세트 및 상세페이지 수정 요청 드립니다.<br>
[230421_EC_TKFF_소모품_상세페이지_제작요청.pptx](/uploads/2cb0c70130c472914b843cc98429dcae/230421_EC_TKFF_소모품_상세페이지_제작요청.pptx)<br>
[EC_제품리스트_230421.xlsx](/uploads/87cb256e1e247d1396fbf6effd8c39a7/EC_제품리스트_230421.xlsx)",135,https://git.innerviewit.com/root/thermos/-/issues/135,Closed,um seung hyun,ush,"","",No,No,,2023-04-24 09:18:08,2023-04-25 08:56:48,2023-04-25 08:56:48,,,완료,0,0
